id_mutation,date_mutation,numero_disposition,nature_mutation,valeur_fonciere,adresse_numero,adresse_suffixe,adresse_nom_voie,adresse_code_voie,code_postal,code_commune,nom_commune,code_departement,ancien_code_commune,ancien_nom_commune,id_parcelle,ancien_id_parcelle,numero_volume,lot1_numero,lot1_surface_carrez,lot2_numero,lot2_surface_carrez,lot3_numero,lot3_surface_carrez,lot4_numero,lot4_surface_carrez,lot5_numero,lot5_surface_carrez,nombre_lots,code_type_local,type_local,surface_reelle_bati,nombre_pieces_principales,code_nature_culture,nature_culture,code_nature_culture_speciale,nature_culture_speciale,surface_terrain,longitude,latitude
2021-542506,2021-09-03,000002,Vente,60000,21,,PORT DU MAS,B127,33230,33001,Abzac,33,,,33001000ZA0253,,,,,,,,,,,,,0,1,Maison,62,4,,,,,,-0.100269,45.016312
2021-542793,2021-10-19,000001,Vente,88000,420,,GRAND SORILLON EST,B085,33230,33001,Abzac,33,,,33001000ZK0069,,,,,,,,,,,,,0,1,Maison,116,5,S,sols,,,853,-0.113195,45.000678
2021-542793,2021-10-19,000001,Vente,88000,420,,GRAND SORILLON EST,B085,33230,33001,Abzac,33,,,33001000ZK0069,,,,,,,,,,,,,0,1,Maison,116,5,J,jardins,,,747,-0.113195,45.000678
2021-542985,2021-11-03,000001,Vente,191000,10,,LES GRAVES,B090,33230,33001,Abzac,33,,,33001000ZI0335,,,,,,,,,,,,,0,1,Maison,97,5,AB,terrains a bâtir,,,925,-0.131562,45.008849
2021-542985,2021-11-03,000001,Vente,191000,10,,LES GRAVES,B090,33230,33001,Abzac,33,,,33001000ZI0335,,,,,,,,,,,,,0,3,Dépendance,,0,AB,terrains a bâtir,,,925,-0.131562,45.008849
2021-542985,2021-11-03,000001,Vente,191000,,,BAS DU PETIT PIRON,B017,33230,33001,Abzac,33,,,33001000ZI0337,,,,,,,,,,,,,0,,,,,S,sols,,,313,-0.131387,45.009264
2021-543193,2021-11-08,000001,Vente,92000,7,,RUE AVITIACUS,0010,33230,33001,Abzac,33,,,33001000AB0396,,,,,,,,,,,,,0,1,Maison,99,2,S,sols,,,223,-0.127109,45.014462
2021-544322,2021-11-23,000001,Vente,145001,10,,RES CHAMP DES ARNAUDS,A005,33230,33001,Abzac,33,,,330010000A0664,,,,,,,,,,,,,0,1,Maison,83,4,S,sols,,,401,-0.136497,45.013008
2021-544654,2021-11-03,000001,Vente,188000,4,,LES ARNAUDS OUEST,B002,33230,33001,Abzac,33,,,330010000A0132,,,,,,,,,,,,,0,1,Maison,106,3,S,sols,,,949,-0.136697,45.017309
2021-544654,2021-11-03,000001,Vente,188000,4,,LES ARNAUDS OUEST,B002,33230,33001,Abzac,33,,,330010000A0132,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,949,-0.136697,45.017309
2021-545397,2021-12-06,000001,Vente,218000,5,,LES GRAVES,B090,33230,33001,Abzac,33,,,33001000ZI0241,,,,,,,,,,,,,0,1,Maison,109,4,S,sols,,,500,-0.128656,45.009994
2021-545397,2021-12-06,000001,Vente,218000,5,,LES GRAVES,B090,33230,33001,Abzac,33,,,33001000ZI0241,,,,,,,,,,,,,0,1,Maison,109,4,AG,terrains d'agrément,,,740,-0.128656,45.009994
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0950,,,,,,,,,,,,,0,,,,,VI,vignes,,,3363,-0.09911,45.004276
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0950,,,,,,,,,,,,,0,,,,,VI,vignes,,,287,-0.09911,45.004276
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0950,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,ALLEE,Allée (no groupe),618,-0.09911,45.004276
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0951,,,,,,,,,,,,,0,,,,,VI,vignes,,,2083,-0.099103,45.004509
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0951,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,ALLEE,Allée (no groupe),105,-0.099103,45.004509
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0952,,,,,,,,,,,,,0,,,,,AB,terrains a bâtir,ALLEE,Allée (no groupe),249,-0.099808,45.004662
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0952,,,,,,,,,,,,,0,,,,,VI,vignes,,,8388,-0.099808,45.004662
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0953,,,,,,,,,,,,,0,,,,,L,landes,AIRE,Aire ou airial,892,-0.099331,45.005072
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B0954,,,,,,,,,,,,,0,,,,,J,jardins,,,1836,-0.098974,45.005066
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B1472,,,,,,,,,,,,,0,,,,,P,prés,,,892,-0.099332,45.005934
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B1473,,,,,,,,,,,,,0,,,,,P,prés,,,11668,-0.098435,45.005468
2021-546022,2021-12-17,000001,Vente,1282970,300,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B1474,,,,,,,,,,,,,0,1,Maison,59,3,S,sols,,,1996,-0.099974,45.005613
2021-546022,2021-12-17,000001,Vente,1282970,301,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2064,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2399,-0.099468,45.005355
2021-546022,2021-12-17,000001,Vente,1282970,301,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2064,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,2399,-0.099468,45.005355
2021-546022,2021-12-17,000001,Vente,1282970,301,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2064,,,,,,,,,,,,,0,1,Maison,453,14,S,sols,,,2399,-0.099468,45.005355
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2065,,,,,,,,,,,,,0,,,,,S,sols,,,38,-0.098537,45.004908
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2320,,,,,,,,,,,,,0,,,,,VI,vignes,,,303,-0.098427,45.004045
2021-546022,2021-12-17,000001,Vente,1282970,,,BEAULIEU,B020,33230,33001,Abzac,33,,,330010000B2324,,,,,,,,,,,,,0,,,,,VI,vignes,,,8065,-0.098645,45.004404
2021-546594,2021-12-21,000001,Vente,95000,473,,GRAND PIRON,B083,33230,33001,Abzac,33,,,33001000ZI0131,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,347,-0.136263,45.005919
2021-546594,2021-12-21,000001,Vente,95000,473,,GRAND PIRON,B083,33230,33001,Abzac,33,,,33001000ZI0131,,,,,,,,,,,,,0,1,Maison,54,2,S,sols,,,347,-0.136263,45.005919
2021-546594,2021-12-21,000001,Vente,95000,,,GRAND PIRON,B083,33230,33001,Abzac,33,,,33001000ZI0132,,,,,,,,,,,,,0,,,,,S,sols,,,71,-0.136338,45.006055
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,3,Dépendance,,0,J,jardins,,,829,-0.121806,45.011862
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,1,Maison,129,5,J,jardins,,,829,-0.121806,45.011862
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,1,Maison,129,5,S,sols,,,937,-0.121806,45.011862
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,3,Dépendance,,0,S,sols,,,937,-0.121806,45.011862
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,1,Maison,129,5,BT,taillis simples,CHENE,Chênes,1965,-0.121806,45.011862
2021-547818,2021-12-29,000001,Vente,259500,29,,RUE DU PETREAU,0105,33230,33001,Abzac,33,,,330010000B1730,,,,,,,,,,,,,0,3,Dépendance,,0,BT,taillis simples,CHENE,Chênes,1965,-0.121806,45.011862
